19,1,83,black socks,everyday socks,socks,7.7,7.31,5.92
19,2,40,purple running shoes,the best shoe for your running,shoes,9.56,9.56,7.74
20,1,88,white dress,beautiful evening dress,dresses,33.42,33.42,27.07
20,2,94,yellow tie,perfect to the yellow suite,accessoirs,34.0,17.0,13.77
21,1,32,blue pumps,great blue pumps,shoes,21.81,21.81,17.67
21,2,20,brown sandals,brown sandals for the summer,shoes,22.1,22.1,17.9
22,1,59,white shirt,shirt for all occasions,suits,44.64,42.41,34.35
22,2,28,white high heels,high quality high heels,shoes,17.12,16.26,13.17
23,1,47,black pool slides,best for the summer,shoes,41.54,39.46,31.96
23,2,89,purple dress,beautiful evening dress,dresses,31.7,31.7,25.68
23,3,44,grey slip-ons,comfortable slip-ons,shoes,44.56,35.65,28.88
24,1,8,brown sneakers,very brown sneakers,shoes,7.34,7.34,5.95
25,1,62,black shirt,shirt for all occasions,suits,14.09,14.09,11.41
25,2,58,tuxedo,the very special suit,suits,22.67,22.67,18.36
25,3,62,black shirt,shirt for all occasions,suits,14.09,12.68,10.27
25,4,90,green dress,beautiful evening dress,dresses,29.22,29.22,23.67
26,1,80,green skirt,great green skirt,skirts,27.98,26.58,21.53
27,1,71,white t-shirt,white t-shirts are nice,shirts,22.18,22.18,17.97
27,2,2,red sneakers,amazing red sneakers,shoes,5.72,5.72,4.63
27,3,92,red hat,a hat to top it off,accessoirs,21.54,21.54,17.45
27,4,47,black pool slides,best for the summer,shoes,41.54,41.54,33.65
27,5,7,purple sneakers,these sneakers are purple,shoes,7.88,6.3,5.1
28,1,10,brown boots,tracking boots in brown,shoes,25.38,25.38,20.56
28,2,77,grey jeans,jeans for everyone,trousers,47.39,42.65,34.55
29,1,52,yellow suite,the crazy yellow suite,suits,16.69,13.35,10.81
29,2,29,red high heels,high quality high heels,shoes,9.78,9.78,7.92
29,3,76,blue jeans,jeans for everyone,trousers,38.31,38.31,31.03
30,1,32,blue pumps,great blue pumps,shoes,21.81,21.81,17.67
30,2,41,orange running shoes,the best shoe for your running,shoes,9.05,9.05,7.33
30,3,1,green sneakers,wow - green sneakers!,shoes,26.47,26.47,21.44
31,1,38,blue sport shoes,the best shoe for your training,shoes,47.43,45.06,36.5
31,2,93,black hat,a hat to top it off,accessoirs,11.95,11.35,9.19
31,3,51,white suite,the stylish white suite,suits,33.51,33.51,27.14
32,1,47,black pool slides,best for the summer,shoes,41.54,41.54,33.65
32,2,56,blue suite,the deep blue suite,suits,34.64,34.64,28.06
32,3,76,blue jeans,jeans for everyone,trousers,38.31,38.31,31.03
33,1,33,white sport shoes,the best shoe for your training,shoes,42.22,33.78,27.36
33,2,73,red t-shirt,red t-shirts are amazing,shirts,46.33,37.06,30.02
33,3,61,grey shirt,shirt for all occasions,suits,31.44,15.72,12.73
33,4,93,black hat,a hat to top it off,accessoirs,11.95,10.75,8.71
34,1,47,black pool slides,best for the summer,shoes,41.54,37.39,30.29
34,2,59,white shirt,shirt for all occasions,suits,44.64,40.18,32.55
34,3,79,white skirt,nice white skirt,skirts,48.14,48.14,38.99
35,1,34,green sport shoes,the best shoe for your training,shoes,11.7,11.7,9.48
35,2,67,brown shorts,great summer shorts,trousers,32.3,32.3,26.16
35,3,41,orange running shoes,the best shoe for your running,shoes,9.05,7.24,5.86
35,4,41,orange running shoes,the best shoe for your running,shoes,9.05,8.15,6.6
36,1,30,yellow high heels,high quality high heels,shoes,25.81,23.23,18.82
36,2,80,green skirt,great green skirt,skirts,27.98,27.98,22.66
37,1,2,red sneakers,amazing red sneakers,shoes,5.72,5.43,4.4
37,2,69,beige shorts,great summer shorts,trousers,17.72,16.83,13.63
38,1,21,white sandals,white sandals for the summer,shoes,35.47,35.47,28.73
38,2,74,blue t-shirt,blue t-shirts are perfect,shirts,29.99,26.99,21.86
38,3,76,blue jeans,jeans for everyone,trousers,38.31,38.31,31.03
39,1,24,pink business shoes,pink business shoes for special occasions,shoes,13.92,12.53,10.15
40,1,14,black slippers,perfect slippers for home,shoes,49.5,24.75,20.05
41,1,45,blue pool slides,best for the summer,shoes,26.71,24.04,19.47
42,1,12,green boots,classiy green boots,shoes,14.87,13.38,10.84
42,2,88,white dress,beautiful evening dress,dresses,33.42,33.42,27.07
42,3,76,blue jeans,jeans for everyone,trousers,38.31,38.31,31.03
43,1,5,white sneakers,beautiful white sneakers,shoes,34.15,27.32,22.13
43,2,44,grey slip-ons,comfortable slip-ons,shoes,44.56,44.56,36.09
43,3,51,white suite,the stylish white suite,suits,33.51,33.51,27.14
43,4,64,ugly christmas sweater,you know you want it,sweaters,14.1,14.1,11.42
44,1,24,pink business shoes,pink business shoes for special occasions,shoes,13.92,13.22,10.71
44,2,51,white suite,the stylish white suite,suits,33.51,33.51,27.14
45,1,16,white slippers,perfect slippers for home,shoes,11.88,9.5,7.7
46,1,49,THE shoe,the ultimate shoe,shoes,14.34,14.34,11.62
47,1,81,blue skirt,cool clue skirt,skirts,41.67,41.67,33.75
48,1,18,grey hiking shoes,best for outside,shoes,41.13,41.13,33.32
49,1,71,white t-shirt,white t-shirts are nice,shirts,22.18,21.07,17.07
49,2,21,white sandals,white sandals for the summer,shoes,35.47,28.38,22.99
50,1,50,black suite,the classic black suite,suits,17.68,16.8,13.61
50,2,68,black shorts,great summer shorts,trousers,42.2,40.09,32.47
50,3,69,beige shorts,great summer shorts,trousers,17.72,17.72,14.35
51,1,2,red sneakers,amazing red sneakers,shoes,5.72,5.72,4.63
52,1,78,black jeans,jeans for everyone,trousers,22.93,20.64,16.72
53,1,83,black socks,everyday socks,socks,7.7,7.7,6.24
54,1,68,black shorts,great summer shorts,trousers,42.2,42.2,34.18
55,1,44,grey slip-ons,comfortable slip-ons,shoes,44.56,44.56,36.09
55,2,73,red t-shirt,red t-shirts are amazing,shirts,46.33,44.01,35.65
55,3,39,grey running shoes,the best shoe for your running,shoes,24.73,23.49,19.03
56,1,1,green sneakers,wow - green sneakers!,shoes,26.47,26.47,21.44
57,1,49,THE shoe,the ultimate shoe,shoes,14.34,11.47,9.29
57,2,64,ugly christmas sweater,you know you want it,sweaters,14.1,12.69,10.28
57,3,85,colorful socks,everyday socks,socks,45.7,45.7,37.02
57,4,76,blue jeans,jeans for everyone,trousers,38.31,38.31,31.03
58,1,27,black high heels,high quality high heels,shoes,44.17,44.17,35.78
58,2,56,blue suite,the deep blue suite,suits,34.64,27.71,22.45
59,1,34,green sport shoes,the best shoe for your training,shoes,11.7,11.11,9.0
59,2,1,green sneakers,wow - green sneakers!,shoes,26.47,25.15,20.37
60,1,24,pink business shoes,pink business shoes for special occasions,shoes,13.92,13.92,11.28
60,2,6,black sneakers,great sneakers in black,shoes,49.14,49.14,39.8
61,1,83,black socks,everyday socks,socks,7.7,6.93,5.61
62,1,30,yellow high heels,high quality high heels,shoes,25.81,23.23,18.82
62,2,79,white skirt,nice white skirt,skirts,48.14,48.14,38.99
62,3,22,black business shoes,classy black business shoes,shoes,13.97,13.97,11.32
62,4,51,white suite,the stylish white suite,suits,33.51,30.16,24.43
63,1,83,black socks,everyday socks,socks,7.7,7.31,5.92
63,2,56,blue suite,the deep blue suite,suits,34.64,32.91,26.66
64,1,66,grey shorts,great summer shorts,trousers,24.08,19.26,15.6
64,2,80,green skirt,great green skirt,skirts,27.98,25.18,20.4
64,3,85,colorful socks,everyday socks,socks,45.7,36.56,29.61
64,4,48,yellow pool slides,best for the summer,shoes,12.09,9.67,7.83
65,1,0,blue sneakers,these are blue sneakers,shoes,26.61,26.61,21.55
65,2,20,brown sandals,brown sandals for the summer,shoes,22.1,22.1,17.9
66,1,23,brown business shoes,stylish brown business shoes,shoes,40.59,40.59,32.88
66,2,73,red t-shirt,red t-shirts are amazing,shirts,46.33,46.33,37.53
67,1,13,blue slippers,perfect slippers for home,shoes,41.6,41.6,33.7
67,2,21,white sandals,white sandals for the summer,shoes,35.47,31.92,25.86
68,1,68,black shorts,great summer shorts,trousers,42.2,40.09,32.47
68,2,60,red shirt,shirt for all occasions,suits,13.37,13.37,10.83
68,3,38,blue sport shoes,the best shoe for your training,shoes,47.43,45.06,36.5
69,1,2,red sneakers,amazing red sneakers,shoes,5.72,5.43,4.4
69,2,0,blue sneakers,these are blue sneakers,shoes,26.61,26.61,21.55
69,3,24,pink business shoes,pink business shoes for special occasions,shoes,13.92,13.92,11.28
70,1,70,red shorts,great summer shorts,trousers,24.52,24.52,19.86
70,2,99,black sunglasses,cool black sunglasses,accessoirs,49.81,49.81,40.35
71,1,73,red t-shirt,red t-shirts are amazing,shirts,46.33,46.33,37.53
71,2,55,purple suite,the exciting purple suite,suits,35.73,28.58,23.15
71,3,99,black sunglasses,cool black sunglasses,accessoirs,49.81,49.81,40.35
72,1,88,white dress,beautiful evening dress,dresses,33.42,30.08,24.36
72,2,80,green skirt,great green skirt,skirts,27.98,25.18,20.4
72,3,84,blue socks,everyday socks,socks,21.83,21.83,17.68
72,4,41,orange running shoes,the best shoe for your running,shoes,9.05,9.05,7.33
73,1,12,green boots,classiy green boots,shoes,14.87,14.87,12.04
73,2,41,orange running shoes,the best shoe for your running,shoes,9.05,9.05,7.33
73,3,90,green dress,beautiful evening dress,dresses,29.22,29.22,23.67
73,4,28,white high heels,high quality high heels,shoes,17.12,16.26,13.17
74,1,90,green dress,beautiful evening dress,dresses,29.22,23.38,18.94
75,1,29,red high heels,high quality high heels,shoes,9.78,9.78,7.92
75,2,75,branded t-shirt,a shirt with a brand printed on it,shirts,12.95,12.95,10.49
75,3,71,white t-shirt,white t-shirts are nice,shirts,22.18,22.18,17.97
76,1,1,green sneakers,wow - green sneakers!,shoes,26.47,26.47,21.44
76,2,5,white sneakers,beautiful white sneakers,shoes,34.15,34.15,27.66
76,3,35,yellow sport shoes,the best shoe for your training,shoes,15.91,7.96,6.45
77,1,50,black suite,the classic black suite,suits,17.68,17.68,14.32
77,2,35,yellow sport shoes,the best shoe for your training,shoes,15.91,12.73,10.31
77,3,66,grey shorts,great summer shorts,trousers,24.08,24.08,19.5
77,4,58,tuxedo,the very special suit,suits,22.67,21.54,17.45
77,5,98,brown belt,opens and closes,accessoirs,23.77,11.88,9.62
78,1,20,brown sandals,brown sandals for the summer,shoes,22.1,22.1,17.9
78,2,10,brown boots,tracking boots in brown,shoes,25.38,25.38,20.56
78,3,17,black hiking shoes,best for outside,shoes,20.89,20.89,16.92
79,1,47,black pool slides,best for the summer,shoes,41.54,39.46,31.96
80,1,66,grey shorts,great summer shorts,trousers,24.08,24.08,19.5
80,2,3,yellow sneakers,these sneakers are yellow,shoes,6.75,6.75,5.47
80,3,12,green boots,classiy green boots,shoes,14.87,13.38,10.84
81,1,52,yellow suite,the crazy yellow suite,suits,16.69,16.69,13.52
81,2,93,black hat,a hat to top it off,accessoirs,11.95,9.56,7.74
82,1,23,brown business shoes,stylish brown business shoes,shoes,40.59,38.56,31.23
83,1,66,grey shorts,great summer shorts,trousers,24.08,22.88,18.53
84,1,90,green dress,beautiful evening dress,dresses,29.22,29.22,23.67
85,1,23,brown business shoes,stylish brown business shoes,shoes,40.59,40.59,32.88
85,2,83,black socks,everyday socks,socks,7.7,7.31,5.92
85,3,90,green dress,beautiful evening dress,dresses,29.22,29.22,23.67
85,4,64,ugly christmas sweater,you know you want it,sweaters,14.1,14.1,11.42
86,1,21,white sandals,white sandals for the summer,shoes,35.47,28.38,22.99
86,2,80,green skirt,great green skirt,skirts,27.98,26.58,21.53
86,3,13,blue slippers,perfect slippers for home,shoes,41.6,41.6,33.7
87,1,24,pink business shoes,pink business shoes for special occasions,shoes,13.92,13.92,11.28
87,2,99,black sunglasses,cool black sunglasses,accessoirs,49.81,47.32,38.33
87,3,25,white business shoes,high quality white business shoes,shoes,17.78,17.78,14.4
87,4,8,brown sneakers,very brown sneakers,shoes,7.34,7.34,5.95
87,5,70,red shorts,great summer shorts,trousers,24.52,22.07,17.88
88,1,71,white t-shirt,white t-shirts are nice,shirts,22.18,19.96,16.17
88,2,46,red pool slides,best for the summer,shoes,21.65,21.65,17.54
88,3,86,red dress,beautiful evening dress,dresses,19.96,19.96,16.17
88,4,4,orange sneakers,sneakers of type orange,shoes,33.12,31.46,25.48
88,5,53,pink suite,the funny pink suite,suits,30.81,30.81,24.96
89,1,47,black pool slides,best for the summer,shoes,41.54,33.23,26.92
89,2,20,brown sandals,brown sandals for the summer,shoes,22.1,22.1,17.9
89,3,88,white dress,beautiful evening dress,dresses,33.42,30.08,24.36
89,4,40,purple running shoes,the best shoe for your running,shoes,9.56,7.65,6.2
90,1,15,grey slippers,perfect slippers for home,shoes,36.68,33.01,26.74
90,2,35,yellow sport shoes,the best shoe for your training,shoes,15.91,15.91,12.89
90,3,29,red high heels,high quality high heels,shoes,9.78,9.29,7.52
91,1,23,brown business shoes,stylish brown business shoes,shoes,40.59,40.59,32.88
91,2,76,blue jeans,jeans for everyone,trousers,38.31,36.39,29.48
91,3,75,branded t-shirt,a shirt with a brand printed on it,shirts,12.95,12.3,9.96
91,4,39,grey running shoes,the best shoe for your running,shoes,24.73,24.73,20.03
92,1,25,white business shoes,high quality white business shoes,shoes,17.78,8.89,7.2
92,2,78,black jeans,jeans for everyone,trousers,22.93,22.93,18.57
93,1,49,THE shoe,the ultimate shoe,shoes,14.34,13.62,11.03
93,2,1,green sneakers,wow - green sneakers!,shoes,26.47,25.15,20.37
93,3,56,blue suite,the deep blue suite,suits,34.64,31.18,25.26
93,4,47,black pool slides,best for the summer,shoes,41.54,39.46,31.96
93,5,97,black belt,opens and closes,accessoirs,39.93,37.93,30.72
94,1,22,black business shoes,classy black business shoes,shoes,13.97,13.97,11.32
94,2,9,black boots,great black boots,shoes,49.39,46.92,38.01
94,3,90,green dress,beautiful evening dress,dresses,29.22,27.76,22.49
95,1,30,yellow high heels,high quality high heels,shoes,25.81,20.65,16.73
95,2,2,red sneakers,amazing red sneakers,shoes,5.72,5.15,4.17
95,3,47,black pool slides,best for the summer,shoes,41.54,41.54,33.65
95,4,7,purple sneakers,these sneakers are purple,shoes,7.88,7.49,6.07
95,5,17,black hiking shoes,best for outside,shoes,20.89,20.89,16.92
96,1,25,white business shoes,high quality white business shoes,shoes,17.78,14.22,11.52
96,2,46,red pool slides,best for the summer,shoes,21.65,21.65,17.54
97,1,56,blue suite,the deep blue suite,suits,34.64,27.71,22.45
97,2,47,black pool slides,best for the summer,shoes,41.54,39.46,31.96
97,3,73,red t-shirt,red t-shirts are amazing,shirts,46.33,41.7,33.78
98,1,10,brown boots,tracking boots in brown,shoes,25.38,25.38,20.56
98,2,85,colorful socks,everyday socks,socks,45.7,45.7,37.02
99,1,84,blue socks,everyday socks,socks,21.83,17.46,14.14
99,2,10,brown boots,tracking boots in brown,shoes,25.38,25.38,20.56
99,3,97,black belt,opens and closes,accessoirs,39.93,39.93,32.34
100,1,38,blue sport shoes,the best shoe for your training,shoes,47.43,37.94,30.73
100,2,93,black hat,a hat to top it off,accessoirs,11.95,11.35,9.19
101,1,56,blue suite,the deep blue suite,suits,34.64,34.64,28.06
101,2,45,blue pool slides,best for the summer,shoes,26.71,24.04,19.47
101,3,5,white sneakers,beautiful white sneakers,shoes,34.15,30.73,24.89
102,1,14,black slippers,perfect slippers for home,shoes,49.5,49.5,40.1
102,2,93,black hat,a hat to top it off,accessoirs,11.95,11.35,9.19
102,3,23,brown business shoes,stylish brown business shoes,shoes,40.59,40.59,32.88
102,4,1,green sneakers,wow - green sneakers!,shoes,26.47,26.47,21.44
103,1,56,blue suite,the deep blue suite,suits,34.64,32.91,26.66
103,2,64,ugly christmas sweater,you know you want it,sweaters,14.1,12.69,10.28
103,3,6,black sneakers,great sneakers in black,shoes,49.14,24.57,19.9
103,4,90,green dress,beautiful evening dress,dresses,29.22,29.22,23.67
103,5,88,white dress,beautiful evening dress,dresses,33.42,31.75,25.72
104,1,83,black socks,everyday socks,socks,7.7,7.7,6.24
104,2,20,brown sandals,brown sandals for the summer,shoes,22.1,17.68,14.32
105,1,48,yellow pool slides,best for the summer,shoes,12.09,12.09,9.79
105,2,16,white slippers,perfect slippers for home,shoes,11.88,9.5,7.7
105,3,85,colorful socks,everyday socks,socks,45.7,43.41,35.16
105,4,14,black slippers,perfect slippers for home,shoes,49.5,49.5,40.1
106,1,75,branded t-shirt,a shirt with a brand printed on it,shirts,12.95,12.3,9.96
106,2,16,white slippers,perfect slippers for home,shoes,11.88,11.88,9.62
106,3,16,white slippers,perfect slippers for home,shoes,11.88,10.69,8.66
106,4,91,blue dress,beautiful evening dress,dresses,6.9,6.9,5.59
107,1,44,grey slip-ons,comfortable slip-ons,shoes,44.56,22.28,18.05
107,2,27,black high heels,high quality high heels,shoes,44.17,44.17,35.78
108,1,68,black shorts,great summer shorts,trousers,42.2,42.2,34.18
108,2,47,black pool slides,best for the summer,shoes,41.54,41.54,33.65
109,1,49,THE shoe,the ultimate shoe,shoes,14.34,13.62,11.03
109,2,47,black pool slides,best for the summer,shoes,41.54,41.54,33.65
109,3,99,black sunglasses,cool black sunglasses,accessoirs,49.81,49.81,40.35
109,4,90,green dress,beautiful evening dress,dresses,29.22,29.22,23.67
109,5,98,brown belt,opens and closes,accessoirs,23.77,23.77,19.25
110,1,23,brown business shoes,stylish brown business shoes,shoes,40.59,36.53,29.59
110,2,16,white slippers,perfect slippers for home,shoes,11.88,11.88,9.62
111,1,10,brown boots,tracking boots in brown,shoes,25.38,20.3,16.44
112,1,12,green boots,classiy green boots,shoes,14.87,14.87,12.04
112,2,35,yellow sport shoes,the best shoe for your training,shoes,15.91,15.91,12.89
113,1,0,blue sneakers,these are blue sneakers,shoes,26.61,25.28,20.48
113,2,85,colorful socks,everyday socks,socks,45.7,36.56,29.61
114,1,77,grey jeans,jeans for everyone,trousers,47.39,47.39,38.39
114,2,25,white business shoes,high quality white business shoes,shoes,17.78,16.0,12.96
114,3,40,purple running shoes,the best shoe for your running,shoes,9.56,9.08,7.35
115,1,10,brown boots,tracking boots in brown,shoes,25.38,24.11,19.53
115,2,10,brown boots,tracking boots in brown,shoes,25.38,25.38,20.56
116,1,91,blue dress,beautiful evening dress,dresses,6.9,6.21,5.03
117,1,5,white sneakers,beautiful white sneakers,shoes,34.15,34.15,27.66
118,1,75,branded t-shirt,a shirt with a brand printed on it,shirts,12.95,10.36,8.39
118,2,56,blue suite,the deep blue suite,suits,34.64,17.32,14.03
118,3,91,blue dress,beautiful evening dress,dresses,6.9,6.9,5.59
118,4,84,blue socks,everyday socks,socks,21.83,21.83,17.68
119,1,98,brown belt,opens and closes,accessoirs,23.77,23.77,19.25
119,2,83,black socks,everyday socks,socks,7.7,7.7,6.24
119,3,23,brown business shoes,stylish brown business shoes,shoes,40.59,36.53,29.59
119,4,42,black slip-ons,comfortable slip-ons,shoes,31.24,28.12,22.78
120,1,56,blue suite,the deep blue suite,suits,34.64,31.18,25.26
120,2,23,brown business shoes,stylish brown business shoes,shoes,40.59,20.3,16.44
120,3,64,ugly christmas sweater,you know you want it,sweaters,14.1,11.28,9.14
120,4,41,orange running shoes,the best shoe for your running,shoes,9.05,9.05,7.33
121,1,37,red sport shoes,the best shoe for your training,shoes,22.87,21.73,17.6
121,2,44,grey slip-ons,comfortable slip-ons,shoes,44.56,44.56,36.09
121,3,35,yellow sport shoes,the best shoe for your training,shoes,15.91,15.91,12.89
121,4,35,yellow sport shoes,the best shoe for your training,shoes,15.91,15.91,12.89
121,5,8,brown sneakers,very brown sneakers,shoes,7.34,6.61,5.35
122,1,77,grey jeans,jeans for everyone,trousers,47.39,42.65,34.55
123,1,85,colorful socks,everyday socks,socks,45.7,45.7,37.02
123,2,23,brown business shoes,stylish brown business shoes,shoes,40.59,40.59,32.88
123,3,58,tuxedo,the very special suit,suits,22.67,11.34,9.19
123,4,24,pink business shoes,pink business shoes for special occasions,shoes,13.92,13.92,11.28
124,1,70,red shorts,great summer shorts,trousers,24.52,19.62,15.89
124,2,68,black shorts,great summer shorts,trousers,42.2,42.2,34.18
124,3,46,red pool slides,best for the summer,shoes,21.65,21.65,17.54
125,1,18,grey hiking shoes,best for outside,shoes,41.13,41.13,33.32
125,2,0,blue sneakers,these are blue sneakers,shoes,26.61,26.61,21.55
125,3,33,white sport shoes,the best shoe for your training,shoes,42.22,21.11,17.1
126,1,29,red high heels,high quality high heels,shoes,9.78,9.29,7.52
127,1,83,black socks,everyday socks,socks,7.7,3.85,3.12
128,1,85,colorful socks,everyday socks,socks,45.7,22.85,18.51
129,1,45,blue pool slides,best for the summer,shoes,26.71,13.36,10.82
130,1,51,white suite,the stylish white suite,suits,33.51,33.51,27.14
130,2,68,black shorts,great summer shorts,trousers,42.2,37.98,30.76
130,3,77,grey jeans,jeans for everyone,trousers,47.39,47.39,38.39
131,1,45,blue pool slides,best for the summer,shoes,26.71,21.37,17.31
131,2,26,yellow business shoes,special business shoes,shoes,10.89,10.89,8.82
132,1,33,white sport shoes,the best shoe for your training,shoes,42.22,33.78,27.36
132,2,29,red high heels,high quality high heels,shoes,9.78,7.82,6.33
133,1,8,brown sneakers,very brown sneakers,shoes,7.34,7.34,5.95
133,2,45,blue pool slides,best for the summer,shoes,26.71,25.37,20.55
133,3,73,red t-shirt,red t-shirts are amazing,shirts,46.33,44.01,35.65
133,4,32,blue pumps,great blue pumps,shoes,21.81,20.72,16.78
134,1,64,ugly christmas sweater,you know you want it,sweaters,14.1,14.1,11.42
134,2,69,beige shorts,great summer shorts,trousers,17.72,16.83,13.63
134,3,53,pink suite,the funny pink suite,suits,30.81,30.81,24.96
135,1,87,black dress,beautiful evening dress,dresses,17.73,15.96,12.93
135,2,95,black tie,perfect to the black suite,accessoirs,46.79,42.11,34.11
135,3,15,grey slippers,perfect slippers for home,shoes,36.68,36.68,29.71
136,1,81,blue skirt,cool clue skirt,skirts,41.67,39.59,32.07
136,2,35,yellow sport shoes,the best shoe for your training,shoes,15.91,15.11,12.24
136,3,77,grey jeans,jeans for everyone,trousers,47.39,47.39,38.39
137,1,78,black jeans,jeans for everyone,trousers,22.93,22.93,18.57
138,1,45,blue pool slides,best for the summer,shoes,26.71,26.71,21.64
138,2,14,black slippers,perfect slippers for home,shoes,49.5,39.6,32.08
138,3,88,white dress,beautiful evening dress,dresses,33.42,33.42,27.07
138,4,7,purple sneakers,these sneakers are purple,shoes,7.88,7.88,6.38
139,1,46,red pool slides,best for the summer,shoes,21.65,20.57,16.66
139,2,51,white suite,the stylish white suite,suits,33.51,31.83,25.78
140,1,4,orange sneakers,sneakers of type orange,shoes,33.12,26.5,21.46
140,2,80,green skirt,great green skirt,skirts,27.98,27.98,22.66
140,3,47,black pool slides,best for the summer,shoes,41.54,41.54,33.65
141,1,18,grey hiking shoes,best for outside,shoes,41.13,37.02,29.99
141,2,38,blue sport shoes,the best shoe for your training,shoes,47.43,45.06,36.5
142,1,57,christmas suite,the special occasion suit,suits,35.86,35.86,29.05
142,2,81,blue skirt,cool clue skirt,skirts,41.67,41.67,33.75
142,3,83,black socks,everyday socks,socks,7.7,6.16,4.99
142,4,31,pink pumps,amazing pink pumps,shoes,7.75,7.36,5.96
143,1,22,black business shoes,classy black business shoes,shoes,13.97,13.97,11.32
143,2,7,purple sneakers,these sneakers are purple,shoes,7.88,7.49,6.07
143,3,93,black hat,a hat to top it off,accessoirs,11.95,11.95,9.68
144,1,20,brown sandals,brown sandals for the summer,shoes,22.1,21.0,17.01
144,2,57,christmas suite,the special occasion suit,suits,35.86,34.07,27.6
144,3,21,white sandals,white sandals for the summer,shoes,35.47,35.47,28.73
145,1,28,white high heels,high quality high heels,shoes,17.12,17.12,13.87
146,1,48,yellow pool slides,best for the summer,shoes,12.09,12.09,9.79
146,2,97,black belt,opens and closes,accessoirs,39.93,39.93,32.34
146,3,24,pink business shoes,pink business shoes for special occasions,shoes,13.92,6.96,5.64
146,4,97,black belt,opens and closes,accessoirs,39.93,39.93,32.34
147,1,81,blue skirt,cool clue skirt,skirts,41.67,41.67,33.75
147,2,6,black sneakers,great sneakers in black,shoes,49.14,49.14,39.8
148,,,null,null,null,0.00,0.00,0.00
149,1,5,white sneakers,beautiful white sneakers,shoes,34.15,30.73,24.89
149,2,73,red t-shirt,red t-shirts are amazing,shirts,46.33,46.33,37.53
150,1,25,white business shoes,high quality white business shoes,shoes,17.78,14.22,11.52
150,2,2,red sneakers,amazing red sneakers,shoes,5.72,5.15,4.17
151,1,86,red dress,beautiful evening dress,dresses,19.96,19.96,16.17
152,1,14,black slippers,perfect slippers for home,shoes,49.5,47.02,38.09
152,2,12,green boots,classiy green boots,shoes,14.87,13.38,10.84
152,3,75,branded t-shirt,a shirt with a brand printed on it,shirts,12.95,12.95,10.49
